occ_group,occupation,country,count,occ_total,pct_of_occ,rank
Science & Academia,museologist,Russia,5,85,5.88,5.0
Science & Academia,music arranger,Russia,3,10,30.0,1.0
Science & Academia,music arranger,Ukraine,2,10,20.0,2.0
Science & Academia,music arranger,Austria,1,10,10.0,3.0
Science & Academia,music arranger,Czech Republic,1,10,10.0,4.0
Science & Academia,music arranger,Latvia,1,10,10.0,5.0
Science & Academia,music critic,France,5,16,31.25,1.0
Science & Academia,music critic,Czech Republic,2,16,12.5,2.0
Science & Academia,music critic,Poland,2,16,12.5,3.0
Science & Academia,music critic,United Kingdom,2,16,12.5,4.0
Science & Academia,music critic,Belgium,1,16,6.25,5.0
Science & Academia,music director,Hungary,1,4,25.0,1.0
Science & Academia,music director,Moldova,1,4,25.0,2.0
Science & Academia,music director,Norway,1,4,25.0,3.0
Science & Academia,music director,United Kingdom,1,4,25.0,4.0
Science & Academia,music educator,Czech Republic,30,65,46.15,1.0
Science & Academia,music educator,Russia,7,65,10.77,2.0
Science & Academia,music educator,Estonia,5,65,7.69,3.0
Science & Academia,music educator,Germany,5,65,7.69,4.0
Science & Academia,music educator,France,3,65,4.62,5.0
Science & Academia,music executive,Ukraine,1,1,100.0,1.0
Science & Academia,music teacher,Estonia,5,10,50.0,1.0
Science & Academia,music teacher,Czech Republic,1,10,10.0,2.0
Science & Academia,music teacher,Finland,1,10,10.0,3.0
Science & Academia,music teacher,Germany,1,10,10.0,4.0
Science & Academia,music teacher,Romania,1,10,10.0,5.0
Science & Academia,music video director,Germany,1,2,50.0,1.0
Science & Academia,music video director,Russia,1,2,50.0,2.0
Science & Academia,musical theatre actor,Spain,1,1,100.0,1.0
Science & Academia,musician,Czech Republic,52,207,25.12,1.0
Science & Academia,musician,Spain,24,207,11.59,2.0
Science & Academia,musician,United Kingdom,15,207,7.25,3.0
Science & Academia,musician,Russia,11,207,5.31,4.0
Science & Academia,musician,Italy,10,207,4.83,5.0
Science & Academia,musicologist,Czech Republic,18,82,21.95,1.0
Science & Academia,musicologist,France,10,82,12.2,2.0
Science & Academia,musicologist,Russia,9,82,10.98,3.0
Science & Academia,musicologist,Germany,8,82,9.76,4.0
Science & Academia,musicologist,Spain,5,82,6.1,5.0
Science & Academia,naturalist,Czech Republic,9,42,21.43,1.0
Science & Academia,naturalist,France,8,42,19.05,2.0
Science & Academia,naturalist,Spain,7,42,16.67,3.0
Science & Academia,naturalist,Germany,5,42,11.9,4.0
Science & Academia,naturalist,Italy,3,42,7.14,5.0
Science & Academia,neurologist,United Kingdom,14,102,13.73,1.0
Science & Academia,neurologist,Germany,12,102,11.76,2.0
Science & Academia,neurologist,Czech Republic,11,102,10.78,3.0
Science & Academia,neurologist,Spain,9,102,8.82,4.0
Science & Academia,neurologist,Italy,7,102,6.86,5.0
Science & Academia,neuroscientist,United Kingdom,31,161,19.25,1.0
Science & Academia,neuroscientist,France,25,161,15.53,2.0
Science & Academia,neuroscientist,Germany,23,161,14.29,3.0
Science & Academia,neuroscientist,Italy,13,161,8.07,4.0
Science & Academia,neuroscientist,Poland,8,161,4.97,5.0
Science & Academia,news presenter,Russia,3,12,25.0,1.0
Science & Academia,news presenter,United Kingdom,3,12,25.0,2.0
Science & Academia,news presenter,Spain,2,12,16.67,3.0
Science & Academia,news presenter,Czech Republic,1,12,8.33,4.0
Science & Academia,news presenter,Germany,1,12,8.33,5.0
Science & Academia,non-fiction writer,Germany,147,360,40.83,1.0
Science & Academia,non-fiction writer,Czech Republic,33,360,9.17,2.0
Science & Academia,non-fiction writer,United Kingdom,26,360,7.22,3.0
Science & Academia,non-fiction writer,Poland,23,360,6.39,4.0
Science & Academia,non-fiction writer,France,16,360,4.44,5.0
Science & Academia,novelist,France,64,208,30.77,1.0
Science & Academia,novelist,Spain,39,208,18.75,2.0
Science & Academia,novelist,United Kingdom,33,208,15.87,3.0
Science & Academia,novelist,Russia,8,208,3.85,4.0
Science & Academia,novelist,Romania,7,208,3.37,5.0
Science & Academia,nuclear physicist,Germany,25,121,20.66,1.0
Science & Academia,nuclear physicist,Italy,10,121,8.26,2.0
Science & Academia,nuclear physicist,Russia,10,121,8.26,3.0
Science & Academia,nuclear physicist,Ukraine,10,121,8.26,4.0
Science & Academia,nuclear physicist,Austria,9,121,7.44,5.0
Science & Academia,nurse,Spain,2,12,16.67,1.0
Science & Academia,nurse,Switzerland,2,12,16.67,2.0
Science & Academia,nurse,United Kingdom,2,12,16.67,3.0
Science & Academia,nurse,Belgium,1,12,8.33,4.0
Science & Academia,nurse,Czech Republic,1,12,8.33,5.0
Science & Academia,official,France,41,74,55.41,1.0
Science & Academia,official,Poland,18,74,24.32,2.0
Science & Academia,official,Czech Republic,3,74,4.05,3.0
Science & Academia,official,Russia,2,74,2.7,4.0
Science & Academia,official,Spain,2,74,2.7,5.0
Science & Academia,olympic competitor,Germany,1,2,50.0,1.0
Science & Academia,olympic competitor,United Kingdom,1,2,50.0,2.0
Science & Academia,oncologist,Poland,12,63,19.05,1.0
Science & Academia,oncologist,Germany,9,63,14.29,2.0
Science & Academia,oncologist,Czech Republic,6,63,9.52,3.0
Science & Academia,oncologist,Italy,6,63,9.52,4.0
Science & Academia,oncologist,Spain,4,63,6.35,5.0
Science & Academia,opera singer,Czech Republic,15,33,45.45,1.0
Science & Academia,opera singer,Russia,4,33,12.12,2.0
Science & Academia,opera singer,Hungary,2,33,6.06,3.0
Science & Academia,opera singer,Norway,2,33,6.06,4.0
Science & Academia,opera singer,Romania,2,33,6.06,5.0
Science & Academia,opinion journalist,Czech Republic,173,614,28.18,1.0
Science & Academia,opinion journalist,Poland,88,614,14.33,2.0
